,name,flit,cycle,slowdown
0,resnet50_resnext50_32x4d_vgg16_wide_resnet50_2_1024,1024,614656.0,1.0020449897750512
1,resnet50_resnext50_32x4d_vgg16_wide_resnet50_2_1536,1536,613401.6,1.0
2,resnet50_resnext50_32x4d_vgg16_wide_resnet50_2_2048,2048,613401.6,1.0
3,resnet50_resnext50_32x4d_vgg16_wide_resnet50_2_512,512,624063.9999999463,1.017382413087847
4,resnet50_resnext50_32x4d_vgg16_wide_resnet50_2_256,256,1101038.6488888906,1.7949719219657898
