1024,-1.0202325933761038,1.21875
1280,-1.0115922215769777,1.171875
1536,-1.0139772499446933,1.2533482142857142
1792,-1.0079971076337038,1.119047619047619
2048,-1.012101665911961,1.171875
512,-1.0440089640022676,1.5368303571428572
768,-1.0212636054421769,1.3058035714285714
512,1.1700592248618196,1.1700592248618196
768,1.116955538725907,1.116955538725907
1024,1.087453275581066,1.087453275581066
1280,1.0553257338971624,1.0553257338971624
1536,1.0596381895149363,1.0596381895149363
1792,1.0690085627274166,1.0690085627274166
2048,1.0530271034610652,1.0530271034610652
1024,1.5052646132155691,1.5052646132155691
1024,1.6610311548311187,1.6610311548311187
