512,-1.1794949542898254,3.4375
768,-1.1205376406545744,2.53125
1024,-1.0561074395538175,2.375
1280,-1.096971141325418,3.3125
1536,-1.0639190613594782,2.1875
1792,-1.1041224947139239,2.46875
2048,-1.086438604889485,2.5078125
512,1.455221436071345,1.455221436071345
768,1.3411580963559606,1.3411580963559606
1024,1.2936786043128188,1.2936786043128188
1280,1.2615992574823491,1.2615992574823491
1536,1.21637601857757,1.21637601857757
1792,1.2432008191407211,1.2432008191407211
2048,1.209983228690183,1.209983228690183
