512,-1.0406136445261334,1.7678571428571428
768,-1.1303429045013451,11.8125
1024,-1.0239480561893493,1.4464285714285714
1280,-1.0305332407290038,1.53125
1536,-1.0466503112632215,6.4375
1792,-1.01918888026225,1.78125
2048,-1.0166745010633653,1.53125
512, 1.6861401995200413,1.6861401995200413
768, 1.1233474767458003,1.1233474767458003
1024,1.3086466314100391,1.3086466314100391
1280,1.253395720533111,1.253395720533111
1536,1.1890066130982009,1.1890066130982009
1792,1.179880290764265,1.179880290764265
2048,1.319673937204061,1.319673937204061
