256 1.157035413 3.88090625 1.4899 3.251079167 4.3830145830000005
512 1.092971158 1.340760417 1.1811875 1.621185417 1.5152125
768 1.081596552 1.0 1.0 1.0 1.077520833
1024 1.063033654 1.0 1.0 1.0 1.0
1280 1.048407763 1.0 1.0 1.0 1.0
1536 1.04149393 1.0 1.0 1.0 1.0
1792 1.04936447 1.0 1.0 1.0 1.0
2048 1.05084709 1.0 1.0 1.0 1.0
