256 1.07239371 3.2433571430000003 4.387983844 2.977507086 2.484441964
512 1.045793554 1.7662090240000001 3.507649462 2.515691145 1.8677424740000002
768 1.030606211 1.635785714 1.203885459 1.5943303569999998 1.736100446
1024 1.0 1.0 1.0 1.0 1.0
1280 1.0 1.0 1.0 1.0 1.0
1536 1.0 1.0 1.0 1.0 1.0
1792 1.0 1.0 1.0 1.0 1.0
2048 1.0 1.0 1.0 1.0 1.0
