256 3.955478594	2.045431667	2.046733333	2.051233333	2.089655
512 2.529592092	2.02058	2.012971111	2.017472778	2.054932778
768 2.056696429	2.001167778	1.991797778	1.996415	2.03224
1024 1.653757841	1.979292222	1.971823889	1.975809444	2.005883889
1280 1.740918173	1.979081111	1.969675	1.974033889	2.004395556
1536 1.601128472	1.978317778	1.968755	1.972847222	2.000958333
1792 1.630304075	1.973548333	1.964185	1.967056111	1.997657222
2048 1.407042935	1.972011111	1.961477222	1.965594444	1.994887778
 
